public_metrics,text,conversation_id,edit_history_tweet_ids,lang,referenced_tweets,author_id,context_annotations,created_at,tweet_id,in_reply_to_user_id,geo,metrics,total_engagement,log_engage,processed_tweet,positive,neutral,negative
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @raman_bhalla: Nicely done, @Dell, creating this creative QR code at #SXSW from old electronics and pointing it to e-waste recycling res…",1.7663522303056448e+18,['1766352230305644796'],en,"[{'type': 'retweeted', 'id': '1766222821402030163'}]",1440204494.0,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635691749933821954', 'name': 'SXSW Festival 2023'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1553037640982638592', 'name': 'Dell'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286400579602796544', 'name': 'Entertainment events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1392522763559051264', 'name': 'SXSW'}}]",2024-03-09T06:36:03.000Z,1766352230305644796,,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1,0.6931471805599453,rt nicely done creating creative qr code old electronics pointing e waste recycling re,0.018086134,0.25852188,0.72339195
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","Green jobs: Potential for MSMEs in e-waste repair &amp; recycling space
https://t.co/2uhIx4IOit via NaMo App https://t.co/Td2uTxXOAy",1.7663370915528133e+18,['1766337091552813202'],en,,1.5619271318855393e+18,,2024-03-09T05:35:54.000Z,1766337091552813202,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",0,0.0,green job potential msmes e waste repair amp recycling space via namo app,0.008098563,0.5040213,0.48788017
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",@ItsNyagah Environmental Concerns: One of the primary reasons cited is the reduction of electronic waste. Manufacturers aim to decrease the overall environmental impact associated with the production and disposal of chargers.,1.766039316218663e+18,['1766334826116698428'],en,"[{'type': 'replied_to', 'id': '1766125809394163863'}]",1091788476.0,,2024-03-09T05:26:54.000Z,1766334826116698428,1189078556.0,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 7}",7,2.079441541679836,environmental concern one primary reason cited reduction electronic waste manufacturer aim decrease overall environmental impact associated production disposal charger,0.18638453,0.7011178,0.11249765
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @lozaning: One of the things that I really like about myself, is that I've cultivated a vibe such that people from 3 jobs ago still call…",1.7663138070921093e+18,['1766313807092109382'],en,"[{'type': 'retweeted', 'id': '1766241566878834834'}]",1.7125368386055168e+18,,2024-03-09T04:03:22.000Z,1766313807092109382,,,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",3,1.3862943611198906,rt one thing really like cultivated vibe people 3 job ago still call,0.017095778,0.29148194,0.6914223
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",Hi @cromaretail - will you take an old OTG as part of e-waste?,1.7663112853760658e+18,['1766311285376065844'],en,,61773225.0,,2024-03-09T03:53:21.000Z,1766311285376065844,,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",14,2.70805020110221,hi take old otg part e waste,0.5735487,0.40403965,0.022411618
"{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @bushido_on_sol: 🚀 A brilliant use case on the @Solana network! 2024 is truly the year of $Sol. 

This will be a game-changer in emergin…",1.7663076186648783e+18,['1766307618664878223'],en,"[{'type': 'retweeted', 'id': '1766099479110013083'}]",1.720534622377767e+18,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1484181943616884743', 'name': 'Cryptocoins'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1491481998862348291', 'name': 'Digital asset industry'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1492162686204854274', 'name': 'Digital assets & cryptocurrency', 'description': 'Cryptocurrency'}}]",2024-03-09T03:38:47.000Z,1766307618664878223,,,"{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",15,2.772588722239781,rt brilliant use case network 2024 truly year sol game changer emergin,0.007848987,0.12831138,0.86383957
"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",RT @LittleGrnChange: We have expert speakers talking about different environmental topics. Our e-waste speaker is Niamh McBride from @recyc…,1.766305746541851e+18,['1766305746541850762'],en,"[{'type': 'retweeted', 'id': '1766208413845864555'}]",1.510573017138565e+18,,2024-03-09T03:31:21.000Z,1766305746541850762,,,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",2,1.0986122886681098,rt expert speaker talking different environmental topic e waste speaker niamh mcbride,0.073284104,0.85923094,0.067484975
"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @rohits_bn: A company in e-waste recycling expanded its capacity from 7,200 MT to 25,200 metric ton

Management guidance for 12,000 metr…",1.766291339308933e+18,['1766291339308933193'],en,"[{'type': 'retweeted', 'id': '1766173199329636379'}]",1.2308714705717412e+18,,2024-03-09T02:34:06.000Z,1766291339308933193,,,"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",21,3.091042453358316,rt company e waste recycling expanded capacity 7 200 mt 25 200 metric ton management guidance 12 000 metr,0.019476257,0.80233145,0.17819224
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 47}","CALL ME TECH MIDAS BECAUSE I CAN TURN E-WASTE INTO TO PURE GOLD
#Vtuber #PCGamer https://t.co/FJL8yWW22N",1.7662889144934116e+18,['1766288914493411515'],en,,1.5244022638753628e+18,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '1174432578503204864', 'name': 'PC gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028376662888448', 'name': 'Console gaming', 'description': 'Video Game Hardware'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1174432578503204864', 'name': 'PC gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1247288073542463488', 'name': 'Virtual YouTubers'}}]",2024-03-09T02:24:27.000Z,1766288914493411515,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 47}",48,3.8918202981106265,call tech midas turn e waste pure gold,0.5016077,0.4738644,0.02452785
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}","@bribeanss hm ok well if you don't want it at all, then you'll want to take out the hard drive to destroy it just in case for security reasons, and then find an electronic recycling place to dump it at",1.7662714547889567e+18,['1766282276453896218'],en,"[{'type': 'replied_to', 'id': '1766278031373746658'}]",9.763077101477684e+17,,2024-03-09T01:58:05.000Z,1766282276453896218,3322705602.0,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 20}",22,3.1354942159291497,hm ok well want want take hard drive destroy case security reason find electronic recycling place dump,0.48289552,0.4873569,0.02974763
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 19}",@RetroTechChris That card looks like the chips are from e-waste.  They probably removed the original silk screen on the chips and put their own logo over what they originally were,1.7659182784660155e+18,['1766270980513546681'],en,"[{'type': 'replied_to', 'id': '1765918278466015464'}]",16654201.0,,2024-03-09T01:13:12.000Z,1766270980513546681,1.3483709520532849e+18,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 19}",20,3.044522437723423,card look like chip e waste probably removed original silk screen chip put logo originally,0.6022575,0.38281637,0.014926108
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",Apple is so committed to environmentalism and sustainability they create devices that when one part fails the entire thing becomes e-waste and you have to buy a whole new one.,1.7662707635338202e+18,['1766270763533820160'],en,,1.522393044301009e+18,"[{'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '854692455005921281', 'name': 'Science', 'description': 'Science'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1248631349096767488', 'name': 'Environmentalism'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1278017316656082945', 'name': 'Green living'}}]",2024-03-09T01:12:20.000Z,1766270763533820160,,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",14,2.70805020110221,apple committed environmentalism sustainability create device one part fails entire thing becomes e waste buy whole new one,0.5942007,0.35700467,0.048794582
"{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @bushido_on_sol: 🚀 A brilliant use case on the @Solana network! 2024 is truly the year of $Sol. 

This will be a game-changer in emergin…",1.766247664251724e+18,['1766247664251724084'],en,"[{'type': 'retweeted', 'id': '1766099479110013083'}]",1.7595661749063598e+18,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696848252391426', 'name': 'Financial Services Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to Banks, Credit cards, Insurance, Investments, Stocks '}}, {'domain': {'id': '30', 'name': 'Entities [Entity Service]', 'description': 'Entity Service top level domain, every item that is in Entity Service should be in this domain'}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '66', 'name': 'Interests and Hobbies Category', 'description': 'A grouping of interests and hobbies entities, like Novelty Food or Destinations'}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '913142676819648512', 'name': 'Cryptocurrencies', 'description': 'Cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1468157909318045697', 'name': 'Solana cryptocurrency'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1484181943616884743', 'name': 'Cryptocoins'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1491481998862348291', 'name': 'Digital asset industry'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1492162686204854274', 'name': 'Digital assets & cryptocurrency', 'description': 'Cryptocurrency'}}]",2024-03-08T23:40:33.000Z,1766247664251724084,,,"{'retweet_count': 15, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",15,2.772588722239781,rt brilliant use case network 2024 truly year sol game changer emergin,0.007848987,0.12831138,0.86383957
"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @lozaning: One of the things that I really like about myself, is that I've cultivated a vibe such that people from 3 jobs ago still call…",1.7662474094564357e+18,['1766247409456435640'],en,"[{'type': 'retweeted', 'id': '1766241566878834834'}]",1.1774750523982316e+18,,2024-03-08T23:39:32.000Z,1766247409456435640,,,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",3,1.3862943611198906,rt one thing really like cultivated vibe people 3 job ago still call,0.017095778,0.29148194,0.6914223
"{'retweet_count': 3, 'reply_count': 12, 'like_count': 170, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 5220}","One of the things that I really like about myself, is that I've cultivated a vibe such that people from 3 jobs ago still call me whenever they've got good e-waste, and now i own 1200 watts of solar panels 😊 https://t.co/R1ZVJ6Cb5u",1.766241566878835e+18,['1766241566878834834'],en,,15849209.0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696888568045569', 'name': 'Food & Beverage Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent and related to foods & beverages such as snacks, soft drinks, beers.'}}]",2024-03-08T23:16:19.000Z,1766241566878834834,,,"{'retweet_count': 3, 'reply_count': 12, 'like_count': 170, 'quote_count': 0, 'bookmark_count': 1, 'impression_count': 5220}",5406,8.595449689382004,one thing really like cultivated vibe people 3 job ago still call whenever got good e waste 1200 watt solar panel,0.016606089,0.18155278,0.8018411
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @Plastics_Mag: TERRA is Tackling the Plague of E-waste
https://t.co/64wVJXmZxh

#EWaste #Plastics #PlasticsEngineering",1.7662332469022026e+18,['1766233246902202744'],en,"[{'type': 'retweeted', 'id': '1766111670449897945'}]",61334841.0,,2024-03-08T22:43:15.000Z,1766233246902202744,,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1,0.6931471805599453,rt terra tackling plague e waste,0.5621364,0.4138528,0.024010764
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}","RT @theGEF: This GEF-@UNIDO project in #Manila is more than just managing e-waste — it's a catalyst for change.

By supporting the transiti…",1.766226832700113e+18,['1766226832700112970'],en,"[{'type': 'retweeted', 'id': '1766192374365978790'}]",466420976.0,,2024-03-08T22:17:46.000Z,1766226832700112970,,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1,0.6931471805599453,rt gef project managing e waste catalyst change supporting transiti,0.032465015,0.8562257,0.11130925
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 128}","Nicely done, @Dell, creating this creative QR code at #SXSW from old electronics and pointing it to e-waste recycling resources. https://t.co/rSQAmlJmap",1.76622282140203e+18,['1766222821402030163'],en,,15349830.0,"[{'domain': {'id': '29', 'name': 'Events [Entity Service]', 'description': 'Real world events. '}, 'entity': {'id': '1635691749933821954', 'name': 'SXSW Festival 2023'}}, {'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '47', 'name': 'Brand', 'description': 'Brands and Companies'}, 'entity': {'id': '1553037640982638592', 'name': 'Dell'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1286400579602796544', 'name': 'Entertainment events'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1392522763559051264', 'name': 'SXSW'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1436053202835689485', 'name': 'Events'}}]",2024-03-08T22:01:50.000Z,1766222821402030163,,{'place_id': 'c3f37afa9efcf94b'},"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 128}",133,4.897839799950911,nicely done creating creative qr code old electronics pointing e waste recycling resource,0.013281536,0.11247082,0.8742476
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",RT @TechCareOrg1: Fortnite map aims to encourage a generation to recycle e-waste #TechCare https://t.co/zXizNDpQIo,1.7662160017025477e+18,['1766216001702547579'],en,"[{'type': 'retweeted', 'id': '1766194401762586903'}]",306960252.0,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '974285387987169280', 'name': 'Fortnite', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '71', 'name': 'Video Game', 'description': 'A video game like Overwatch'}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '974285387987169280', 'name': 'Fortnite', 'description': 'This entity includes all conversation about the franchise, as well as any individual installments in the series, if applicable.\t\t\t'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028159964262400', 'name': 'Video games'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1197906382529294337', 'name': 'Competitive games'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1403427158953922560', 'name': 'Shooting games'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1491899973419499548', 'name': 'Battle royale games'}}]",2024-03-08T21:34:44.000Z,1766216001702547579,,,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 0}",1,0.6931471805599453,rt fortnite map aim encourage generation recycle e waste,0.059894815,0.6176711,0.3224342
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}","New retro video! E-waste to FUN! LEt's GO!
From E-Waste to Retro Gaming Beast! Fixing a Laptop with Bottocera https://t.co/f82KMzHhkJ via @YouTube",1.7662158966520384e+18,['1766215896652038408'],en,,7.095031756870738e+17,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696940178935808', 'name': 'Gaming Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to offline and online games such as gaming consoles, tabletop games, video game publishers'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '1174432578503204864', 'name': 'PC gaming'}}, {'domain': {'id': '79', 'name': 'Video Game Hardware', 'description': 'Video Game Hardware'}, 'entity': {'id': '1201644971855499264', 'name': 'Retro gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847527650667094017', 'name': 'Gaming', 'description': 'Gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070028376662888448', 'name': 'Console gaming', 'description': 'Video Game Hardware'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1174432578503204864', 'name': 'PC gaming'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1201644971855499264', 'name': 'Retro gaming'}}]",2024-03-08T21:34:19.000Z,1766215896652038408,,,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 13}",13,2.6390573296152584,new retro video e waste fun let go e waste retro gaming beast fixing laptop bottocera via,0.46588573,0.37918052,0.15493381
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}","@SenatorDurbin @US_FDA Hello senator Durbin I'd like to bring up a problem not of the flash concern but it could be soon https://t.co/t1iyWR1orZ

This purveyance of intentional e-waste will ne day reach our food and then our tables",1.7661328795017874e+18,['1766210199436550444'],en,"[{'type': 'quoted', 'id': '1766183851255034341'}, {'type': 'replied_to', 'id': '1766132879501787465'}]",1.766175832345641e+18,"[{'domain': {'id': '46', 'name': 'Business Taxonomy', 'description': 'Categories within Brand Verticals that narrow down the scope of Brands'}, 'entity': {'id': '1557696802391859201', 'name': 'Entertainment & Leisure Business', 'description': 'Brands, companies, advertisers and every non-person handle with the profit intent related to movies, music, television, franchises, venues, theme parks, toys, tourism, hotels'}}, {'domain': {'id': '86', 'name': 'Movie', 'description': 'A film like Rogue One: A Star Wars Story'}, 'entity': {'id': '1623436466901733381', 'name': 'The Flash', 'description': '2023 movie'}}, {'domain': {'id': '130', 'name': 'Multimedia Franchise', 'description': ""Franchises which span multiple forms of media like 'Harry Potter'""}, 'entity': {'id': '1080503141345374208', 'name': 'DC Extended Universe', 'description': 'DC Extended Universe (DCEU)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '839544274442051584', 'name': 'Entertainment'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1074757527995277313', 'name': 'Entertainment franchises'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1080503141345374208', 'name': 'DC Extended Universe', 'description': 'DC Extended Universe (DCEU)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1623436466901733381', 'name': 'The Flash', 'description': '2023 movie'}}, {'domain': {'id': '10', 'name': 'Person', 'description': 'Named people in the world like Nelson Mandela'}, 'entity': {'id': '888500029849092097', 'name': 'Dick Durbin', 'description': 'US Senator Dick Durbin (IL)'}}, {'domain': {'id': '35', 'name': 'Politician', 'description': 'Politicians in the world, like Joe Biden'}, 'entity': {'id': '888500029849092097', 'name': 'Dick Durbin', 'description': 'US Senator Dick Durbin (IL)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '847878884917886977', 'name': 'Politics', 'description': 'Politics'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '888500029849092097', 'name': 'Dick Durbin', 'description': 'US Senator Dick Durbin (IL)'}}, {'domain': {'id': '131', 'name': 'Unified Twitter Taxonomy', 'description': 'A taxonomy of user interests. '}, 'entity': {'id': '1070032753834438656', 'name': 'Political figures', 'description': 'Politician'}}]",2024-03-08T21:11:40.000Z,1766210199436550444,247334603.0,,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0, 'bookmark_count': 0, 'impression_count': 3}",4,1.6094379124341005,hello senator durbin like bring problem flash concern could soon purveyance intentional e waste ne day reach food table,0.45255706,0.5192525,0.0281905
